,ope,con,ext,agr,neu,item_level,blocks,gender,birthday,age,relationship_status,interested_in,mf_relationship,mf_dating,mf_random,mf_friendship,mf_whatever,mf_networking,locale,network_size,timezone
838,4.2,4.45,3.9,3.15,2.75,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
839,3.75,3.5,3,3,2.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
840,4.7,3.9,4.05,4.55,2.1,1,100,female,28/05/1965,47,NA,NA,NA,NA,NA,NA,NA,NA,en_US,111,-4
841,4.55,3.35,3.8,2.5,2.79,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,334,-5
842,4.2,4.25,3.4,3.5,3.85,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
843,4.35,2.4,4.35,3.95,1.5,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
844,4.58,3.6,3.25,4.5,2.95,1,100,female,25/02/1994,18,1,NA,NA,NA,NA,NA,NA,NA,en_US,161,-7
845,3.5,3.7,2.65,3.7,2.35,1,100,female,25/11/1990,22,2,1,NA,NA,NA,NA,NA,NA,en_GB,243,-4
846,3.5,4.15,4.95,1.75,2.85,1,336,female,27/01/1995,17,3,1,NA,NA,NA,NA,NA,NA,en_GB,84,1
847,4.85,2.55,2.55,4.25,3.65,1,100,female,02/06/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
848,3.85,3.6,2.25,3.2,2.25,1,100,male,21/04/1984,28,NA,2,NA,NA,NA,NA,NA,NA,en_US,52,-7
849,4,2.95,4,4.7,2.05,1,100,female,13/10/1985,27,3,NA,NA,NA,NA,NA,NA,NA,en_US,198,-5
850,4.5,2.65,1.4,3.95,3.35,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
851,3.75,3.63,3.7,3.8,2.05,1,100,female,14/10/1995,17,2,1,NA,NA,NA,1,NA,NA,en_US,95,-8
852,4.25,3.5,3.33,3.75,4,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
853,3.25,5,1.25,2.75,1,1,20,male,,NA,3,NA,NA,NA,NA,NA,NA,NA,,47,-5
854,4.4,3.35,3.6,3.45,3.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
855,4.05,3.25,3.5,3.8,3,1,100,female,21/05/1993,19,1,1,NA,NA,NA,NA,NA,NA,en_PI,149,-5
856,4.05,4.15,2.2,2.85,3,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
857,4.5,4,3.75,1,1,1,20,male,24/06/1991,21,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,270,2
858,4.3,2.95,3.11,2.65,2.05,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
859,4.5,2.8,2.95,1.35,1.6,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,fr_FR,NA,NA
860,4.84,3.5,3.3,3.45,3.85,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,10
861,4.35,3.6,3.6,3.1,1.8,1,100,male,,NA,2,2,NA,NA,NA,NA,NA,NA,en_GB,228,1
862,4.68,2.45,4.75,4.6,2.8,1,100,male,18/03/1994,18,NA,NA,NA,NA,NA,NA,NA,NA,en_US,47,-7
863,3.6,2.5,2.75,3.5,2.85,1,100,female,,NA,1,1,NA,NA,NA,1,NA,NA,en_US,43,-4
864,3.55,4.5,2.2,3.35,3.1,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
865,4.25,3.25,2.25,2.75,2.75,1,20,male,11/10/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,182,-7
866,3.65,3.35,2.2,3.45,1.3,1,100,male,08/01/1990,22,1,NA,NA,NA,NA,NA,NA,NA,pt_PT,2,1
867,4.55,2.65,2.25,3.5,4.25,1,100,male,25/04/1988,24,2,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
868,3.7,2.4,2.4,3,3.6,1,100,male,12/10/1985,27,1,2,NA,NA,NA,NA,NA,NA,en_US,24,-5
869,4.25,2.75,4,3.5,2.75,1,20,female,14/02/1974,38,3,NA,NA,NA,NA,NA,NA,NA,en_US,675,-7
870,3,3.75,2,4.5,2.25,1,20,male,26/01/1991,21,NA,NA,NA,NA,NA,NA,NA,NA,en_US,263,-5
871,4.1,2.6,2.2,3.75,3.85,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
872,4.8,2.3,3.3,2.45,3.45,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
873,4.5,3.15,2.9,2.55,3.1,1,100,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,17,-2
874,3.8,3.2,3.5,3.5,3.15,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
875,4.8,3.1,4.05,2.5,3.75,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_GB,91,-4
876,4.05,4.15,4,4.15,2.25,1,100,female,24/02/1975,37,5,NA,NA,NA,NA,NA,NA,NA,en_US,97,-5
877,3.74,3.35,2.78,3.05,3.32,1,100,male,06/02/1993,19,1,2,NA,NA,NA,NA,NA,NA,en_US,206,-4
878,4.9,3.3,2.4,3.6,2.6,1,50,male,10/01/1929,83,1,NA,NA,NA,NA,NA,NA,NA,en_US,240,-5
879,3.85,2.75,3.16,3.3,3.45,1,100,female,,NA,2,NA,NA,NA,NA,NA,NA,NA,en_US,30,8
880,4.7,3.65,3.55,3.5,3.3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
881,3.45,4.45,3.1,2.8,3.6,1,100,female,,NA,4,NA,NA,NA,NA,NA,NA,NA,en_US,141,-5
882,4,4.15,3.5,3.95,1.63,1,100,female,22/11/1964,48,3,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
883,4.75,4,3.25,3.25,2,1,20,female,,NA,3,3,NA,NA,NA,NA,NA,NA,en_US,61,-6
884,4.05,3.25,3,3,2.1,1,100,male,01/07/1985,27,1,2,NA,NA,NA,NA,NA,NA,en_US,101,-4
885,3.25,4.25,4.75,2.25,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
886,4.9,4.15,3.7,4.7,1.7,1,100,male,10/08/1989,23,1,2,NA,NA,NA,NA,NA,NA,,56,-6
887,4.05,3.9,3.45,3.3,1.7,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
888,3,3.85,3.1,4.2,2.05,1,100,male,02/02/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_US,380,-7
889,3.93,2.71,3.36,3,2.85,1,70,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,178,-6
890,4.75,4.55,3.45,3.1,3.05,1,336,female,09/08/1988,24,NA,NA,NA,NA,NA,NA,NA,NA,en_US,321,1
891,4.1,4.5,4.4,3.7,2.45,1,100,female,12/11/1974,38,3,NA,NA,NA,NA,NA,NA,NA,en_US,365,8
892,3.45,3.45,2.85,3.95,2.2,1,100,female,11/06/1982,30,3,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-6
893,3.75,3.25,1.75,4.25,4,1,20,male,27/07/1978,34,NA,NA,NA,NA,NA,NA,NA,NA,en_US,155,-5
894,5,4.75,4.5,2.5,3.25,1,20,female,24/09/1981,31,NA,NA,NA,NA,NA,NA,NA,NA,en_US,187,6
895,4.75,4.25,1.85,3.65,2.85,1,336,female,24/05/1986,26,NA,NA,NA,NA,NA,NA,NA,NA,en_US,13,-5
896,3.5,3.5,3.75,3,1.5,1,20,male,23/12/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,149,-5
897,3.75,3.75,3.5,3.75,2,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
898,4.05,3.9,2.8,2.9,2.8,1,100,male,02/12/1974,38,1,NA,NA,NA,NA,NA,NA,NA,en_US,174,8
899,4.3,2.7,3.1,2.6,3.6,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,42,-5
900,4.57,3.57,3.93,3.29,2.79,1,70,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
901,4.08,2.92,3.42,3.33,1.92,1,60,male,04/12/1982,30,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,6
902,3.85,2.25,4.25,3.45,2.5,1,100,male,23/09/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_GB,110,1
903,2.8,3.3,1.35,4,2.9,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,8
904,4.65,3.95,3.2,3.05,2.1,1,336,female,06/05/1992,20,2,1,NA,NA,NA,NA,NA,NA,en_US,170,-4
905,4.25,4.45,2.4,2.37,2.85,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,fr_FR,NA,NA
906,3.4,3.3,3.35,2.45,3.25,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,151,-4
907,4.35,2.7,2.6,2.65,3.65,1,100,male,03/02/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_PI,98,-6
908,3.85,2.75,1.5,3.05,4.1,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
909,4.75,2.7,2.6,2.95,3.5,1,100,female,05/07/1992,20,1,1,NA,NA,NA,NA,NA,NA,en_US,53,-4
910,4.17,3.33,2.67,3.5,3.17,1,30,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
911,4.4,4.55,1.35,2.85,4.75,1,336,female,30/12/1992,20,2,1,NA,NA,NA,1,NA,NA,de_DE,3,-4
912,3.7,3.15,4.45,3.95,2.85,1,100,female,31/07/1980,32,2,NA,NA,NA,NA,NA,NA,NA,en_US,34,-7
913,4.6,3.65,3.32,3.5,2.16,1,100,male,10/04/1989,23,1,2,NA,NA,NA,NA,NA,NA,en_US,183,2
914,4.5,3.75,3.25,2.75,4.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
915,4.4,2.85,3.4,2,3.35,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
916,4.33,3,3.83,3.5,3,1,30,female,07/09/1994,18,4,NA,NA,NA,NA,NA,NA,NA,en_US,189,-5
917,4.25,4,2,3.75,4,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
918,4.9,3,3.2,4.1,2.6,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,es_LA,250,-5
919,3.8,3.7,2.75,3.95,3.25,1,100,female,29/09/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_US,179,-7
920,4.3,3.8,4.05,4.05,2.45,1,100,female,15/11/1993,19,2,1,NA,NA,NA,NA,NA,NA,en_US,133,-5
921,4.68,3.05,3.82,3.75,2.3,1,100,female,30/09/1989,23,2,NA,NA,NA,NA,NA,NA,NA,,69,10
922,4.15,3.45,2.8,3.45,1.85,1,100,female,07/08/1982,30,2,NA,NA,NA,NA,NA,NA,NA,en_GB,48,-6
923,3.75,3.75,3,4,2.5,1,20,female,23/11/1968,44,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
924,4.5,3.25,2.5,3.33,2.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
925,4.25,4.6,4.35,2.5,1.25,1,336,female,25/10/1995,17,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,56,-5
926,4.15,4,4,3.1,2.05,1,100,female,,NA,2,1,NA,NA,NA,NA,NA,NA,en_US,134,-5
927,4.8,2.8,3.7,3.4,3.5,1,100,female,,NA,3,NA,NA,NA,NA,NA,NA,NA,,2632,-4
928,4.4,3.9,4.35,4.1,1.45,1,100,male,22/01/1990,22,1,NA,NA,NA,NA,NA,NA,NA,en_US,510,13
929,4.3,3.85,2.85,3.2,3.1,1,100,male,09/03/1976,36,NA,2,NA,NA,NA,NA,NA,NA,en_GB,40,1
930,4.6,2.5,3.45,3.25,4.65,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
931,4.74,3.6,2.5,2.45,3.7,1,336,female,09/03/1995,17,1,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,-5
932,3.75,4,3,2.5,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,245,-5
933,3.7,3.3,2.7,3.85,2.55,1,100,male,11/08/1988,24,NA,NA,NA,NA,NA,NA,NA,NA,en_US,15,-4
934,3.4,4.37,3.2,3.4,2.4,1,100,male,30/06/1980,32,2,NA,NA,NA,NA,NA,NA,NA,en_US,840,-6
935,3.75,4.75,4.75,3.75,3,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
936,4.65,2.35,3.6,4.1,3.25,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
937,4.65,2.35,3.6,4.1,3.25,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
938,3.6,3.7,3.6,4.2,3.25,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
939,4.3,3.2,2.7,3.05,2.85,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
940,3.67,4.11,2.71,4.39,2.65,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
941,3.75,4,1.25,2.25,3.75,1,20,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,71,-4
942,5,3.75,2,4.5,4.5,1,20,female,15/01/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_US,75,-4
943,4.25,4.5,3,3.25,4,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
944,3.85,4.15,3.05,2.8,3.7,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
945,4.05,3.6,2.7,3.55,3.6,1,100,female,12/07/1994,18,2,NA,NA,NA,NA,NA,NA,NA,en_US,456,-8
946,3.4,3.16,2.4,4.15,3.1,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
947,3.5,4.5,1.5,4,3.5,1,20,male,06/02/1983,29,1,2,NA,NA,NA,NA,NA,NA,en_US,98,-4
948,4.8,3.15,3.35,4,1.3,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,fr_FR,78,2
949,4.6,3.8,3.1,4,4.7,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
950,4.05,3.1,3.45,3.15,2.8,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
951,4.5,3.85,3.5,2.7,1.1,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,la_VA,116,-5
952,4.7,3.55,3.85,4.2,2.8,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,3,-7
953,4.7,3.45,3.75,4.25,2.35,1,100,male,01/10/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_US,21,-6
954,4.8,2.8,4.25,4.15,2.5,1,100,female,09/09/1993,19,NA,NA,NA,NA,NA,NA,NA,NA,es_LA,2,-3
955,4.75,4,2.25,2.5,3.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
956,4.25,4.5,3.16,3.4,2.5,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
957,4,4.5,4,1,3,1,20,female,22/12/1967,45,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-6
958,3.6,3.35,4.4,2.6,2.05,1,336,male,16/11/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_US,26,-4
959,3.25,3,3.5,3.75,1.75,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
960,4.33,4.5,4.33,3.92,2.33,1,60,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
961,3.75,2.75,3.5,3,3.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
962,4.25,2.5,4.65,3.5,2.3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
963,3.95,4.05,3.2,4.05,2.6,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,393,-6
964,4.25,2.25,2,2.25,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
965,4,3.25,3.5,4.5,2.25,1,20,female,24/07/1987,25,1,NA,NA,NA,NA,NA,NA,NA,en_GB,126,2
966,4.35,2.2,3,2.35,2.8,1,100,male,11/04/1992,20,2,NA,NA,NA,NA,NA,NA,NA,en_US,143,-5
967,4.55,2.85,1.65,2.65,2.75,1,336,female,03/06/1995,17,1,3,NA,NA,NA,NA,NA,NA,en_GB,41,-4
968,3.85,3.2,3.95,3.1,3,1,100,female,11/11/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,253,-5
969,3.5,3.45,1.85,4.15,2.85,1,100,male,08/05/1978,34,3,2,NA,NA,NA,NA,NA,NA,en_GB,90,-5
970,3.42,4.58,3.25,2.25,3.33,1,60,female,18/01/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_GB,140,-6
971,3.05,4.5,3.35,2.16,3,1,100,female,03/09/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_GB,144,2
972,4.15,2.65,3.15,3.15,2.35,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
973,3.75,4.55,2.65,2.8,3.75,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,-4
974,3.47,3.3,2.55,3.3,3.35,1,100,female,,NA,3,NA,NA,NA,NA,NA,NA,NA,en_GB,94,8
975,4.55,3,2.1,2.7,2.95,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,9,-4
976,4.79,2.71,2.71,3.08,4.07,1,70,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
977,3.65,2.9,3.45,3.45,2.25,1,336,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,398,-4
978,4.6,2.6,2.8,4.35,2.45,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
979,4.35,3.15,3.3,3.55,2.85,1,100,female,08/11/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_US,85,-5
980,4.5,3.55,3.15,4.05,2.55,1,336,female,09/03/1968,44,3,NA,NA,NA,NA,NA,NA,NA,en_US,28,-5
981,4.5,2.13,3.88,3.5,3.75,1,40,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
982,4.2,2.3,4.25,3.2,2.85,1,336,male,29/05/1990,22,1,NA,NA,NA,NA,NA,NA,NA,en_US,76,1
983,4.8,2.6,2.8,3.4,3.3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
984,3.7,3.75,3.4,4.2,3.6,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
985,3.7,3.3,1.5,4.2,3.2,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
986,4.9,3.5,2.8,2.7,3.6,1,100,female,,NA,2,2,NA,NA,NA,NA,NA,NA,,185,-7
987,3.55,2.1,1.7,3.4,3.95,1,336,male,13/07/1990,22,1,2,NA,NA,NA,NA,NA,NA,en_US,56,-7
988,3.5,3,2.35,3.4,3.1,1,100,female,,NA,2,1,NA,NA,NA,NA,NA,NA,en_GB,264,-5
989,3.95,2.7,4.2,3.15,1.75,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,3
990,3.25,3,4,2.25,4.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
991,4.25,3.25,2,3.5,2.75,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
992,4.3,3.4,3.6,3.45,1.3,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,11,-7
993,2,5,2,1.75,1.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,49,-5
994,4.75,2.5,3.25,3.25,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,id_ID,NA,NA
995,3.1,4,3.1,4.3,2.21,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
996,4.45,2.2,3.9,3.4,2.7,1,100,male,28/09/1992,20,2,NA,NA,NA,NA,NA,NA,NA,en_US,325,-5
997,3.7,3.1,3.7,3,3.55,1,100,male,24/09/1990,22,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,242,1
998,4.45,2.6,1.95,1.85,4.15,1,336,male,28/12/1994,18,1,NA,NA,NA,NA,NA,NA,NA,en_US,35,-6
999,4.45,2.6,1.95,1.85,4.15,1,336,male,28/12/1994,18,1,NA,NA,NA,NA,NA,NA,NA,en_US,35,-6
1000,3.17,3,2.67,3.5,2.83,1,30,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1001,5,4.63,2.5,3,3.13,1,40,female,28/12/1990,22,1,NA,NA,NA,NA,NA,NA,NA,en_US,166,-5
1002,4.75,3.5,4,4.5,2.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1003,4.8,2.65,4.47,3.65,2.8,1,100,female,10/06/1976,36,3,NA,NA,NA,NA,NA,NA,NA,en_US,155,-4
1004,4.2,3.65,2.6,3.55,2.4,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1005,4.63,2.63,3.63,3.63,3.13,1,40,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,61,8
1006,3.65,2.95,3.47,3.35,3.3,1,100,male,15/09/1987,25,1,2,NA,NA,NA,NA,NA,NA,en_GB,265,1
1007,3.8,3.25,2.3,3.6,3.7,1,100,male,10/01/1987,25,NA,NA,NA,NA,NA,NA,NA,NA,ja_JP,213,8
1008,4.25,4.5,2.85,3,4.15,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,6,-5
1009,5,3.25,3,3.67,3.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1010,4.2,3.4,2.25,3.5,4.15,1,100,female,30/04/1978,34,3,NA,NA,NA,NA,NA,NA,NA,,79,-4
1011,3.85,3.35,3.7,3.35,2.9,1,100,female,02/03/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
1012,3.85,3.35,3.7,3.35,2.9,1,100,female,02/03/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
1013,3.5,2.92,2.75,4,1.83,1,60,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1014,3.15,3.75,2.79,3.85,2.45,1,100,female,22/09/1993,19,1,1,NA,NA,NA,NA,NA,NA,en_US,51,-5
1015,4.5,3.25,3.5,1.75,2.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1016,3.75,3.95,4.3,4.1,2.45,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1017,4.75,5,4.5,4,2,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,2
1018,3.55,4.65,1.75,3.25,3.3,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1019,4.25,2.5,3,3,2,1,20,female,15/12/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_US,324,7
1020,5,3,4,2.25,3.25,1,20,female,27/12/1991,21,2,NA,NA,NA,NA,NA,NA,NA,en_US,267,-8
1021,3.25,3.25,2.5,2,4,1,20,female,10/03/1974,38,2,NA,NA,NA,NA,NA,NA,NA,en_US,144,-6
1022,3.7,2.75,3.15,2.95,3.25,1,100,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1023,3.7,2.75,3.15,2.95,3.25,1,100,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1024,3.06,3.63,2.94,3.69,2.63,1,80,female,13/09/1990,22,NA,NA,NA,NA,NA,NA,NA,NA,en_US,61,6
1025,4.4,2.2,1.9,3.55,3.65,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_GB,11,-5
1026,4.2,3.6,3.55,3.65,2.6,1,100,female,10/09/1994,18,1,NA,NA,NA,NA,NA,NA,NA,en_US,189,-6
1027,3.25,2.5,2,3.25,3.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,77,8
1028,4.4,3.1,3.95,3.9,2.2,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1029,3,4,4,3,2.5,1,20,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1030,4,4.25,4,3.25,2.5,1,20,male,11/10/1969,43,1,NA,NA,NA,NA,NA,NA,NA,en_US,252,6
1031,4.5,3.9,4.35,4.5,1.35,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1032,4.15,3.53,3.84,3.67,2.25,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1033,5,5,4.25,4.75,1.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1034,3.83,3.78,3.44,3.67,2.06,1,90,male,31/07/1982,30,4,NA,NA,NA,NA,NA,NA,NA,en_US,63,-5
1035,4.25,2,3,2.5,2.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1036,4.2,3.8,2.85,3.85,4.15,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1037,3.75,1.85,2.55,4.05,4.25,1,100,female,01/08/1994,18,1,1,NA,NA,NA,NA,NA,NA,en_US,7,-4
1038,2.16,3.85,2.9,3.3,2.85,1,100,female,25/05/1993,19,2,3,NA,NA,NA,NA,NA,NA,en_US,71,-7
1039,3.75,3.25,4.25,2.25,5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1040,4.7,3.45,3.25,4.8,3.3,1,336,male,13/12/1990,22,1,2,NA,NA,NA,NA,NA,NA,en_GB,15,2
1041,4,4,3.83,4.75,1,1,60,female,19/02/1991,21,2,NA,NA,NA,NA,NA,NA,NA,en_US,42,-5
1042,4.5,3.5,3.75,5,3,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,127,-7
1043,4.05,1.2,1.42,3.3,4.65,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1044,3.75,4.42,4.65,4.35,2.15,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,308,-4
1045,4.25,2.79,3.3,3.5,3.15,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,362,-4
1046,3.25,3.25,3.25,2.75,3.5,1,20,female,01/02/1993,19,2,1,NA,NA,NA,NA,NA,NA,,264,0
